D_TRA1_1_SPOT,D_TRA1_CASE,D_TRA1_SMONTH,D_TRA1_SDAY,D_TRA1_EMONTH,D_TRA1_EDAY,D_TRA1_S_Day,D_TRA1_COST,D_TRA1_NUM,D_TRA1_ONE_COST,A1_1,A4_1,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_19,A5_20,A5_21,A7,A7B_1,A7B_2,A7B_3,A7B_4,A7B_5,A7B_6,A7B_7,A9,NA9,BSEX,BAGE,SAGE,BEDU,BFAM,total
34310.0,49.0,350.0,741.0,350.0,746.0,5.0,5440000.0,126.0,2368999.0,64,294,44.0,86.0,3.0,0.0,10.0,156.0,14.0,48.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,157,20.0,6.0,66.0,0.0,20.0,0.0,0.0,5708302,2263784,73,182,2050,171,118,17
31150.0,49.0,372.0,791.0,372.0,798.0,7.0,6115000.0,119.0,3037500.0,97,287,35.0,66.0,12.0,0.0,5.0,180.0,0.0,24.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,16.0,51.0,36.0,0.0,0.0,21.0,150,22.0,0.0,72.0,0.0,10.0,0.0,0.0,5943997,2706049,76,179,2036,168,128,6
11240.0,48.0,250.0,667.0,250.0,678.0,11.0,11136500.0,98.0,6654001.0,191,284,10.0,32.0,9.0,12.0,165.0,54.0,0.0,88.0,36.0,0.0,0.0,0.0,0.0,0.0,75.0,16.0,102.0,54.0,0.0,0.0,0.0,146,13.0,0.0,102.0,0.0,0.0,0.0,0.0,10703110,6297313,64,119,1425,173,131,18
34330.0,46.0,344.0,776.0,345.0,757.0,12.0,9120000.0,124.0,3898165.0,56,244,41.0,54.0,0.0,72.0,15.0,156.0,7.0,56.0,9.0,0.0,0.0,36.0,13.0,0.0,60.0,80.0,0.0,0.0,0.0,20.0,0.0,151,25.0,4.0,63.0,0.0,5.0,0.0,0.0,10017996,3801249,72,157,1821,165,119,15
32070.0,46.0,267.0,641.0,268.0,657.0,47.0,22076000.0,151.0,6853970.0,54,256,42.0,60.0,27.0,12.0,10.0,198.0,7.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,51.0,0.0,0.0,0.0,21.0,185,29.0,4.0,39.0,4.0,5.0,0.0,0.0,22533673,6772335,68,191,2134,165,124,14
38070.0,46.0,281.0,718.0,281.0,723.0,5.0,6240000.0,130.0,2735166.0,74,287,33.0,40.0,3.0,28.0,20.0,180.0,14.0,24.0,36.0,0.0,0.0,12.0,13.0,0.0,0.0,16.0,34.0,36.0,0.0,0.0,0.0,138,17.0,0.0,72.0,4.0,20.0,0.0,0.0,6032997,2666567,72,164,1847,154,114,7
38360.0,45.0,311.0,574.0,311.0,594.0,20.0,9963000.0,111.0,4296167.0,51,207,39.0,32.0,6.0,20.0,5.0,228.0,0.0,0.0,27.0,0.0,0.0,0.0,39.0,0.0,0.0,16.0,0.0,36.0,0.0,0.0,0.0,154,21.0,2.0,72.0,4.0,10.0,0.0,0.0,10787007,3930919,70,200,2198,156,108,16
37360.0,45.0,286.0,719.0,286.0,731.0,12.0,7490000.0,125.0,2928165.0,61,236,31.0,40.0,0.0,40.0,10.0,132.0,21.0,0.0,0.0,0.0,22.0,0.0,78.0,0.0,0.0,16.0,17.0,36.0,0.0,0.0,0.0,145,30.0,4.0,42.0,0.0,0.0,0.0,7.0,7439009,2765253,64,182,2072,155,115,9
35320.0,45.0,279.0,704.0,279.0,719.0,15.0,8519000.0,102.0,3668499.0,52,163,43.0,62.0,6.0,16.0,15.0,180.0,35.0,16.0,18.0,0.0,0.0,0.0,39.0,0.0,15.0,48.0,0.0,18.0,0.0,0.0,0.0,139,28.0,0.0,42.0,8.0,5.0,0.0,0.0,8826994,3463248,63,189,2104,153,110,23
33360.0,44.0,306.0,584.0,306.0,596.0,12.0,6325000.0,120.0,2541250.0,44,223,41.0,52.0,3.0,16.0,0.0,168.0,0.0,8.0,0.0,0.0,0.0,0.0,26.0,0.0,15.0,48.0,0.0,54.0,0.0,0.0,0.0,150,28.0,2.0,42.0,0.0,15.0,0.0,0.0,6798500,2492250,64,172,1905,160,116,12
22010.0,44.0,275.0,658.0,275.0,661.0,3.0,5731000.0,85.0,3393833.0,107,291,6.0,44.0,0.0,0.0,10.0,162.0,0.0,192.0,54.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,68.0,18.0,0.0,0.0,0.0,134,17.0,2.0,75.0,0.0,0.0,0.0,0.0,6605096,3248869,66,134,1559,152,118,4
31100.0,43.0,267.0,679.0,267.0,681.0,2.0,4433000.0,112.0,2077166.0,68,197,33.0,44.0,3.0,8.0,15.0,114.0,0.0,16.0,0.0,0.0,11.0,12.0,39.0,0.0,30.0,0.0,17.0,72.0,0.0,0.0,0.0,133,18.0,0.0,78.0,8.0,0.0,0.0,0.0,4393498,2016566,72,151,1756,159,112,5
36380.0,42.0,318.0,517.0,319.0,511.0,24.0,11765000.0,115.0,4169999.0,49,141,38.0,54.0,0.0,0.0,0.0,174.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,72.0,0.0,0.0,0.0,143,31.0,2.0,36.0,0.0,0.0,0.0,0.0,10513504,3387168,62,155,1766,149,110,34
31110.0,42.0,245.0,615.0,245.0,617.0,2.0,3808000.0,102.0,1709916.0,102,270,24.0,16.0,21.0,0.0,90.0,78.0,7.0,0.0,27.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,135,22.0,0.0,57.0,4.0,0.0,0.0,0.0,4197499,1709483,68,131,1525,150,116,4
21010.0,41.0,246.0,581.0,246.0,589.0,8.0,9390000.0,85.0,4983334.0,98,161,25.0,58.0,0.0,4.0,5.0,108.0,0.0,200.0,9.0,0.0,11.0,0.0,0.0,0.0,135.0,32.0,17.0,18.0,0.0,0.0,0.0,116,14.0,0.0,75.0,0.0,0.0,0.0,0.0,9779500,5113300,60,119,1383,151,114,7
32040.0,40.0,265.0,611.0,254.0,614.0,34.0,13061000.0,103.0,5363500.0,50,219,36.0,52.0,9.0,8.0,0.0,156.0,0.0,8.0,9.0,0.0,22.0,0.0,13.0,0.0,75.0,48.0,34.0,18.0,0.0,0.0,21.0,139,19.0,4.0,54.0,0.0,10.0,0.0,0.0,15785004,5128168,61,155,1696,146,100,12
37040.0,39.0,242.0,655.0,242.0,669.0,14.0,10060000.0,114.0,4052667.0,54,196,27.0,38.0,3.0,48.0,5.0,108.0,0.0,32.0,18.0,0.0,0.0,12.0,13.0,0.0,15.0,112.0,51.0,36.0,0.0,0.0,0.0,132,24.0,0.0,42.0,8.0,5.0,0.0,0.0,10675799,3970150,56,154,1743,134,103,3
31230.0,39.0,257.0,608.0,257.0,613.0,5.0,5152000.0,112.0,2440584.0,58,203,25.0,44.0,3.0,8.0,0.0,144.0,0.0,40.0,9.0,0.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,18.0,0.0,0.0,21.0,125,16.0,0.0,60.0,4.0,5.0,0.0,0.0,4776095,1959196,55,150,1684,142,93,3
34010.0,38.0,275.0,631.0,275.0,638.0,7.0,6838000.0,88.0,3427666.0,51,209,19.0,50.0,12.0,28.0,5.0,84.0,7.0,72.0,18.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,72.0,0.0,0.0,0.0,112,22.0,2.0,39.0,4.0,0.0,0.0,0.0,6932000,3410200,58,138,1582,134,95,13
32020.0,38.0,255.0,563.0,255.0,583.0,20.0,11036000.0,115.0,3702167.0,54,182,38.0,28.0,6.0,4.0,0.0,150.0,14.0,8.0,18.0,0.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,54.0,0.0,0.0,0.0,132,19.0,0.0,48.0,8.0,5.0,0.0,0.0,10789500,3591000,58,151,1687,132,96,7
34060.0,38.0,278.0,645.0,278.0,653.0,8.0,5588000.0,98.0,2246332.0,49,236,31.0,46.0,15.0,8.0,15.0,96.0,0.0,16.0,0.0,0.0,11.0,0.0,26.0,0.0,0.0,16.0,0.0,36.0,0.0,0.0,0.0,120,14.0,0.0,69.0,0.0,5.0,0.0,0.0,5791500,1995184,62,155,1755,131,103,9
38400.0,37.0,258.0,563.0,258.0,571.0,8.0,7510000.0,121.0,2597667.0,54,168,30.0,26.0,3.0,12.0,5.0,144.0,0.0,0.0,9.0,0.0,0.0,0.0,143.0,0.0,0.0,16.0,0.0,18.0,76.0,0.0,0.0,155,19.0,0.0,42.0,0.0,20.0,0.0,0.0,10390508,2478336,59,160,1788,124,93,14
38030.0,36.0,218.0,579.0,218.0,588.0,9.0,5690000.0,84.0,2850000.0,63,221,30.0,26.0,0.0,28.0,10.0,174.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,16.0,17.0,36.0,0.0,0.0,0.0,101,16.0,0.0,57.0,0.0,0.0,0.0,0.0,5914306,2507287,56,124,1440,128,93,2
11230.0,36.0,227.0,529.0,227.0,538.0,9.0,7145000.0,63.0,4238250.0,127,235,5.0,36.0,3.0,0.0,15.0,60.0,0.0,120.0,45.0,0.0,0.0,0.0,39.0,0.0,75.0,0.0,102.0,36.0,0.0,0.0,0.0,95,7.0,2.0,84.0,0.0,0.0,0.0,0.0,7109903,3941901,54,100,1150,136,98,8
22020.0,36.0,274.0,480.0,274.0,486.0,6.0,6225000.0,65.0,4724334.0,58,179,28.0,30.0,0.0,20.0,0.0,102.0,0.0,56.0,9.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,100,20.0,4.0,33.0,0.0,0.0,0.0,0.0,6872701,4696617,58,142,1606,123,95,7
36060.0,36.0,220.0,663.0,220.0,669.0,6.0,5730000.0,90.0,2771784.0,58,165,24.0,24.0,9.0,16.0,5.0,90.0,0.0,8.0,9.0,0.0,55.0,12.0,13.0,0.0,30.0,16.0,17.0,108.0,0.0,0.0,0.0,126,18.0,6.0,45.0,4.0,5.0,0.0,0.0,5259007,2465369,55,142,1561,120,87,5
33330.0,36.0,236.0,495.0,236.0,502.0,7.0,4375000.0,93.0,1709166.0,36,273,32.0,42.0,6.0,0.0,10.0,150.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,21.0,106,18.0,0.0,48.0,0.0,5.0,0.0,0.0,4641990,1705330,58,132,1504,128,91,10
25040.0,34.0,192.0,572.0,192.0,581.0,9.0,4030000.0,65.0,2387999.0,61,176,17.0,50.0,3.0,4.0,10.0,72.0,49.0,24.0,27.0,0.0,0.0,12.0,26.0,0.0,0.0,0.0,68.0,72.0,0.0,0.0,0.0,95,15.0,2.0,45.0,4.0,0.0,0.0,0.0,4495610,2314603,50,127,1460,120,88,3
36440.0,34.0,211.0,495.0,211.0,505.0,10.0,4698000.0,61.0,2475500.0,34,194,30.0,62.0,6.0,4.0,5.0,150.0,7.0,32.0,9.0,0.0,0.0,0.0,26.0,0.0,15.0,0.0,0.0,90.0,0.0,0.0,0.0,106,19.0,0.0,36.0,4.0,10.0,0.0,0.0,4867800,2264825,55,150,1655,116,78,18
32330.0,34.0,238.0,627.0,239.0,634.0,38.0,11837500.0,93.0,5160668.0,45,202,32.0,32.0,3.0,32.0,0.0,162.0,7.0,0.0,9.0,0.0,11.0,24.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,20.0,0.0,129,22.0,2.0,27.0,4.0,5.0,0.0,0.0,13213511,4873572,50,135,1517,122,94,11
38330.0,33.0,246.0,491.0,246.0,494.0,3.0,5675500.0,95.0,2602667.0,33,175,30.0,32.0,0.0,4.0,0.0,132.0,21.0,0.0,0.0,0.0,11.0,0.0,26.0,0.0,0.0,32.0,0.0,18.0,0.0,20.0,0.0,106,19.0,0.0,33.0,8.0,5.0,0.0,0.0,4895509,1728753,49,134,1483,120,84,6
31250.0,33.0,180.0,519.0,180.0,523.0,4.0,5565000.0,73.0,2569440.0,37,149,28.0,22.0,3.0,20.0,30.0,126.0,7.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,36.0,0.0,0.0,0.0,100,18.0,2.0,45.0,0.0,5.0,0.0,0.0,5769509,2332955,53,133,1474,119,88,8
37420.0,32.0,209.0,475.0,210.0,463.0,19.0,12945000.0,108.0,4183750.0,38,155,27.0,34.0,6.0,16.0,0.0,120.0,42.0,0.0,9.0,0.0,22.0,0.0,0.0,0.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,149,22.0,4.0,24.0,0.0,5.0,0.0,0.0,13769992,4018164,46,127,1419,110,80,9
38370.0,32.0,233.0,481.0,233.0,500.0,19.0,13905000.0,101.0,3576072.0,55,171,29.0,14.0,3.0,8.0,0.0,138.0,7.0,8.0,0.0,0.0,11.0,12.0,26.0,0.0,30.0,16.0,0.0,36.0,0.0,0.0,0.0,115,16.0,2.0,42.0,4.0,5.0,0.0,0.0,16200913,3112614,46,129,1463,115,82,13
26030.0,30.0,202.0,523.0,202.0,528.0,5.0,4820000.0,77.0,2282084.0,40,199,27.0,38.0,0.0,0.0,5.0,132.0,0.0,16.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0,0.0,54.0,0.0,0.0,0.0,85,10.0,0.0,51.0,0.0,5.0,0.0,0.0,4932005,2208335,45,112,1262,108,73,1
36450.0,30.0,219.0,459.0,219.0,461.0,2.0,2607000.0,47.0,2014167.0,30,141,24.0,34.0,15.0,0.0,0.0,144.0,7.0,8.0,0.0,0.0,0.0,12.0,26.0,0.0,0.0,16.0,0.0,72.0,0.0,0.0,0.0,91,16.0,2.0,33.0,0.0,15.0,0.0,0.0,3261796,1664633,45,134,1483,102,72,10
32350.0,30.0,177.0,431.0,177.0,465.0,34.0,12190000.0,95.0,5199834.0,36,122,28.0,24.0,12.0,16.0,15.0,138.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0,14.0,15.0,48.0,17.0,18.0,0.0,0.0,0.0,106,21.0,2.0,27.0,8.0,0.0,0.0,0.0,12386494,5048799,44,124,1400,105,79,10
31170.0,30.0,220.0,438.0,220.0,438.0,0.0,1820000.0,67.0,871668.0,53,153,25.0,14.0,3.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,81,20.0,2.0,30.0,0.0,0.0,0.0,0.0,1965006,895252,46,123,1348,98,78,6
31280.0,30.0,209.0,492.0,209.0,496.0,4.0,6738400.0,78.0,3761133.0,36,195,19.0,32.0,6.0,16.0,5.0,78.0,14.0,48.0,18.0,0.0,0.0,0.0,26.0,0.0,15.0,0.0,0.0,36.0,0.0,0.0,21.0,110,16.0,2.0,30.0,8.0,10.0,0.0,0.0,6019400,3290200,48,113,1246,101,72,5
11140.0,29.0,166.0,412.0,166.0,422.0,10.0,4305000.0,66.0,2381267.0,110,135,11.0,42.0,3.0,0.0,0.0,42.0,0.0,104.0,9.0,0.0,22.0,0.0,0.0,0.0,75.0,16.0,51.0,72.0,0.0,0.0,0.0,82,5.0,0.0,75.0,0.0,0.0,0.0,0.0,4521901,2349117,46,79,913,105,81,2
36370.0,29.0,166.0,433.0,166.0,435.0,2.0,3420000.0,69.0,1838333.0,36,136,26.0,46.0,3.0,12.0,0.0,102.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,30.0,0.0,17.0,36.0,0.0,0.0,0.0,111,16.0,0.0,30.0,0.0,10.0,0.0,0.0,4372315,1561529,39,136,1504,97,71,12
31020.0,29.0,149.0,447.0,149.0,448.0,1.0,3203000.0,68.0,1422583.0,60,176,23.0,32.0,0.0,8.0,0.0,90.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,101,16.0,0.0,39.0,4.0,0.0,0.0,0.0,3399204,1467118,42,111,1251,107,76,6
31260.0,28.0,196.0,395.0,196.0,398.0,3.0,3550000.0,77.0,1360144.0,33,174,21.0,42.0,3.0,0.0,5.0,90.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,18.0,0.0,0.0,0.0,89,11.0,6.0,42.0,8.0,0.0,0.0,0.0,3836801,1355293,49,99,1144,102,76,2
24010.0,28.0,184.0,478.0,184.0,485.0,7.0,4398000.0,44.0,2948000.0,52,141,18.0,36.0,6.0,4.0,5.0,108.0,0.0,0.0,0.0,0.0,22.0,0.0,13.0,0.0,135.0,32.0,34.0,18.0,0.0,0.0,0.0,83,15.0,0.0,21.0,4.0,15.0,0.0,0.0,5742399,2551383,42,106,1167,90,71,15
36410.0,28.0,222.0,390.0,222.0,393.0,3.0,3605000.0,57.0,1781666.0,34,164,25.0,32.0,12.0,8.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,20.0,0.0,105,11.0,0.0,36.0,16.0,0.0,0.0,0.0,3605700,1697100,37,110,1227,99,74,13
37050.0,28.0,193.0,368.0,193.0,373.0,5.0,3640000.0,75.0,1549833.0,55,173,19.0,22.0,9.0,16.0,10.0,96.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,20.0,0.0,83,12.0,0.0,39.0,0.0,10.0,0.0,0.0,3629002,1466584,40,105,1165,98,68,5
37090.0,28.0,204.0,500.0,204.0,511.0,11.0,6305000.0,74.0,2860833.0,35,103,26.0,24.0,9.0,28.0,0.0,96.0,7.0,0.0,18.0,0.0,11.0,12.0,0.0,0.0,0.0,96.0,17.0,0.0,0.0,0.0,0.0,82,18.0,2.0,27.0,0.0,0.0,0.0,7.0,6841997,2926166,45,100,1135,104,69,7
32400.0,28.0,171.0,395.0,171.0,425.0,30.0,15210000.0,92.0,4793333.0,28,158,27.0,38.0,9.0,8.0,0.0,126.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,34.0,18.0,0.0,0.0,0.0,101,18.0,4.0,27.0,0.0,0.0,0.0,7.0,14956009,4750752,38,107,1205,103,74,11
35360.0,27.0,211.0,461.0,211.0,469.0,8.0,4302000.0,60.0,2006333.0,32,124,27.0,26.0,0.0,0.0,0.0,126.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,90.0,19.0,0.0,0.0,88,14.0,0.0,39.0,0.0,5.0,0.0,0.0,4363502,1824334,39,108,1235,91,63,10
21040.0,26.0,182.0,363.0,182.0,376.0,13.0,6092666.0,58.0,3117666.0,31,128,24.0,34.0,3.0,4.0,5.0,84.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,75.0,16.0,34.0,54.0,0.0,0.0,0.0,74,10.0,0.0,42.0,0.0,5.0,0.0,0.0,6014496,2615082,41,84,977,95,71,10
37030.0,25.0,183.0,416.0,183.0,421.0,5.0,4060000.0,74.0,1367024.0,35,115,17.0,18.0,3.0,24.0,0.0,72.0,0.0,16.0,0.0,0.0,0.0,0.0,78.0,0.0,30.0,0.0,0.0,36.0,0.0,0.0,0.0,78,14.0,2.0,30.0,4.0,0.0,0.0,0.0,4131001,1332517,35,104,1174,79,51,5
37330.0,25.0,191.0,359.0,191.0,369.0,10.0,6830000.0,80.0,2374584.0,32,89,24.0,30.0,6.0,4.0,0.0,72.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,0.0,0.0,89,14.0,0.0,33.0,0.0,5.0,0.0,0.0,7321009,2186503,37,107,1185,90,69,10
34360.0,25.0,170.0,381.0,170.0,389.0,8.0,5135000.0,65.0,2035417.0,25,161,19.0,30.0,6.0,0.0,0.0,66.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,72.0,0.0,0.0,0.0,73,12.0,0.0,27.0,0.0,10.0,0.0,0.0,5115804,1938943,33,108,1217,84,64,6
38390.0,24.0,163.0,406.0,163.0,415.0,9.0,7200000.0,92.0,1842619.0,36,124,23.0,18.0,0.0,0.0,0.0,120.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,21.0,127,14.0,2.0,24.0,4.0,15.0,0.0,0.0,6357995,1687523,36,95,1078,90,60,9
25030.0,24.0,150.0,310.0,150.0,314.0,4.0,3760000.0,44.0,2758333.0,34,173,11.0,24.0,0.0,0.0,5.0,60.0,7.0,88.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,36.0,0.0,0.0,0.0,67,13.0,0.0,33.0,0.0,0.0,0.0,0.0,3662902,2468984,37,77,881,91,62,4
11020.0,24.0,123.0,321.0,123.0,327.0,6.0,4045000.0,51.0,2409250.0,73,138,8.0,34.0,0.0,16.0,10.0,42.0,0.0,72.0,27.0,0.0,11.0,12.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,79,8.0,2.0,48.0,0.0,0.0,0.0,0.0,4181002,2172834,39,61,741,81,66,5
25020.0,24.0,143.0,316.0,143.0,319.0,3.0,3326000.0,62.0,1521000.0,43,157,10.0,30.0,0.0,4.0,20.0,66.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,34.0,36.0,0.0,0.0,0.0,75,15.0,2.0,24.0,4.0,0.0,0.0,0.0,3064501,1403417,34,76,893,87,67,3
25050.0,24.0,182.0,425.0,182.0,428.0,3.0,2690000.0,64.0,1122167.0,29,151,23.0,26.0,0.0,8.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,15.0,0.0,12.0,0.0,10.0,0.0,0.0,2452000,1030250,38,98,1103,81,64,1
38060.0,23.0,134.0,389.0,134.0,394.0,5.0,4695000.0,68.0,1949583.0,33,115,23.0,22.0,12.0,4.0,10.0,108.0,7.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,45.0,16.0,0.0,0.0,0.0,0.0,0.0,132,11.0,0.0,33.0,0.0,15.0,0.0,0.0,5367001,1682867,34,86,952,76,61,7
38340.0,23.0,196.0,358.0,196.0,366.0,8.0,5049000.0,63.0,2044499.0,23,138,18.0,16.0,3.0,4.0,20.0,108.0,7.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,15.0,48.0,0.0,18.0,19.0,0.0,42.0,77,8.0,2.0,42.0,0.0,5.0,0.0,0.0,4945002,1714334,32,82,958,84,54,1
38380.0,23.0,165.0,393.0,165.0,405.0,12.0,7540000.0,93.0,1927620.0,29,123,21.0,22.0,0.0,16.0,0.0,108.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,100,10.0,0.0,33.0,0.0,20.0,0.0,0.0,7075000,1799083,33,99,1105,80,54,6
23050.0,22.0,138.0,371.0,138.0,372.0,1.0,4208000.0,58.0,1735668.0,32,118,14.0,28.0,15.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,19.0,0.0,0.0,68,12.0,0.0,21.0,0.0,5.0,0.0,0.0,4190497,1626929,33,93,1036,79,59,6
34350.0,22.0,163.0,330.0,163.0,336.0,6.0,3260000.0,57.0,1613500.0,22,109,18.0,20.0,6.0,12.0,0.0,78.0,0.0,16.0,0.0,0.0,11.0,0.0,13.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,66,14.0,0.0,24.0,0.0,5.0,0.0,0.0,3775003,1573251,32,100,1117,75,49,6
37390.0,22.0,168.0,361.0,168.0,363.0,2.0,2280000.0,66.0,830832.0,22,141,16.0,28.0,3.0,4.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,12.0,0.0,30.0,0.0,0.0,0.0,0.0,2433001,841917,33,94,1047,70,52,4
32390.0,22.0,176.0,336.0,177.0,379.0,74.0,8310000.0,60.0,3346000.0,28,117,20.0,14.0,6.0,20.0,0.0,84.0,7.0,0.0,0.0,0.0,0.0,12.0,26.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,62,14.0,2.0,18.0,0.0,0.0,0.0,0.0,8024000,3072825,29,108,1162,73,51,6
31350.0,21.0,153.0,306.0,153.0,312.0,6.0,4220000.0,59.0,1435833.0,37,128,18.0,14.0,9.0,12.0,5.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,92,11.0,0.0,27.0,8.0,5.0,0.0,0.0,4000499,1294417,28,88,977,73,55,7
36420.0,21.0,117.0,393.0,117.0,397.0,4.0,3238000.0,52.0,1485154.0,21,134,13.0,30.0,6.0,4.0,5.0,84.0,7.0,8.0,18.0,0.0,33.0,0.0,0.0,0.0,30.0,0.0,17.0,18.0,0.0,0.0,0.0,61,9.0,0.0,33.0,0.0,5.0,0.0,0.0,3862805,1373605,33,85,952,72,50,8
36470.0,21.0,154.0,307.0,154.0,325.0,18.0,5615000.0,47.0,3005000.0,21,79,21.0,28.0,6.0,8.0,5.0,90.0,28.0,16.0,36.0,0.0,22.0,0.0,0.0,0.0,45.0,16.0,34.0,36.0,19.0,0.0,0.0,67,15.0,4.0,6.0,4.0,0.0,0.0,0.0,5987500,2658775,32,80,899,73,51,11
31210.0,20.0,111.0,378.0,111.0,379.0,1.0,3966000.0,60.0,1887749.0,20,99,14.0,12.0,3.0,8.0,5.0,60.0,0.0,48.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,6.0,0.0,42.0,4.0,0.0,0.0,0.0,3975194,1894934,29,70,812,71,54,6
31060.0,19.0,133.0,307.0,133.0,309.0,2.0,2553000.0,42.0,1348000.0,37,87,11.0,10.0,0.0,12.0,5.0,30.0,0.0,40.0,9.0,0.0,22.0,0.0,0.0,0.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,51,10.0,0.0,21.0,0.0,0.0,0.0,0.0,2641508,1249586,30,58,693,67,51,4
37070.0,19.0,151.0,265.0,151.0,270.0,5.0,2695000.0,54.0,910166.0,19,99,12.0,10.0,3.0,4.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,15.0,16.0,17.0,36.0,0.0,0.0,0.0,62,12.0,0.0,21.0,0.0,0.0,0.0,0.0,2600004,877668,28,83,939,68,47,7
38320.0,19.0,124.0,390.0,124.0,390.0,0.0,1750000.0,48.0,723333.0,19,65,14.0,0.0,3.0,8.0,5.0,78.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,52,9.0,0.0,30.0,0.0,0.0,0.0,0.0,1649000,656750,30,81,898,67,53,4
35310.0,19.0,95.0,258.0,95.0,265.0,7.0,3710000.0,46.0,2052000.0,39,102,17.0,14.0,0.0,8.0,0.0,36.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0,0.0,15.0,0.0,34.0,18.0,0.0,0.0,0.0,60,8.0,0.0,30.0,0.0,10.0,0.0,0.0,3516499,1791583,28,81,908,66,42,3
22060.0,18.0,132.0,314.0,132.0,316.0,2.0,2470000.0,32.0,1310000.0,29,121,12.0,10.0,0.0,4.0,0.0,72.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,0.0,0.0,44,6.0,0.0,33.0,0.0,0.0,0.0,0.0,2343999,1119333,29,53,617,62,44,6
