D_TRA1_1_SPOT,D_TRA1_CASE,D_TRA1_SMONTH,D_TRA1_SDAY,D_TRA1_EMONTH,D_TRA1_EDAY,D_TRA1_S_Day,D_TRA1_COST,D_TRA1_NUM,D_TRA1_ONE_COST,A1_1,A4_1,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_19,A5_20,A5_21,A7,A7B_1,A7B_2,A7B_3,A7B_4,A7B_5,A7B_6,A7B_7,A9,NA9,BSEX,BAGE,SAGE,BEDU,BFAM,total
37060.0,18.0,131.0,240.0,131.0,249.0,9.0,3743000.0,38.0,2001667.0,24,96,10.0,16.0,0.0,40.0,0.0,66.0,0.0,16.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,16.0,0.0,18.0,19.0,0.0,0.0,58,11.0,0.0,9.0,4.0,5.0,0.0,0.0,4114000,1933000,26,81,892,64,46,4
11190.0,17.0,91.0,220.0,91.0,220.0,0.0,2024000.0,35.0,1116583.0,42,78,13.0,14.0,0.0,0.0,5.0,30.0,0.0,24.0,9.0,0.0,11.0,0.0,0.0,0.0,30.0,16.0,17.0,0.0,0.0,0.0,0.0,48,6.0,2.0,30.0,0.0,0.0,0.0,0.0,2153500,1066000,26,52,623,61,43,2
11210.0,17.0,107.0,270.0,107.0,271.0,1.0,1401000.0,32.0,855167.0,64,81,12.0,2.0,18.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,36.0,19.0,0.0,21.0,52,2.0,0.0,33.0,8.0,0.0,0.0,0.0,1360900,801400,25,64,719,60,49,4
33350.0,17.0,106.0,247.0,106.0,249.0,2.0,2390000.0,48.0,960191.0,29,97,15.0,18.0,3.0,12.0,5.0,48.0,7.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,16.0,0.0,18.0,0.0,0.0,21.0,58,6.0,0.0,24.0,4.0,10.0,0.0,0.0,2495992,888794,25,74,812,58,44,5
21020.0,17.0,117.0,202.0,117.0,210.0,8.0,5940000.0,43.0,2674167.0,31,87,15.0,22.0,3.0,0.0,15.0,66.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,30.0,0.0,17.0,18.0,0.0,0.0,0.0,51,8.0,0.0,27.0,0.0,0.0,0.0,0.0,5726999,2497333,24,45,544,64,48,6
11030.0,17.0,97.0,213.0,97.0,218.0,5.0,3225000.0,37.0,1769501.0,56,72,7.0,24.0,0.0,4.0,0.0,36.0,0.0,32.0,9.0,0.0,0.0,12.0,0.0,0.0,90.0,16.0,34.0,18.0,0.0,60.0,0.0,43,4.0,2.0,36.0,0.0,0.0,0.0,0.0,3415298,1954016,25,43,516,66,47,2
23040.0,17.0,115.0,229.0,115.0,231.0,2.0,2330000.0,38.0,1124166.0,30,124,13.0,20.0,3.0,0.0,5.0,60.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,60.0,16.0,0.0,0.0,0.0,0.0,0.0,41,6.0,0.0,27.0,4.0,0.0,0.0,0.0,2315600,1095100,25,52,613,62,38,3
31070.0,17.0,109.0,298.0,109.0,299.0,1.0,2755000.0,57.0,852500.0,24,93,15.0,18.0,6.0,0.0,5.0,66.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,59,11.0,0.0,18.0,0.0,0.0,0.0,0.0,2744997,861749,31,54,636,63,47,3
36040.0,16.0,93.0,310.0,93.0,314.0,4.0,3430000.0,41.0,1248333.0,16,96,12.0,20.0,0.0,0.0,5.0,72.0,7.0,16.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,17.0,36.0,0.0,0.0,0.0,53,11.0,0.0,12.0,4.0,0.0,0.0,0.0,3408799,1107550,27,73,793,54,41,7
21050.0,16.0,99.0,187.0,99.0,189.0,2.0,2470000.0,27.0,1640000.0,49,84,5.0,16.0,0.0,0.0,0.0,54.0,0.0,40.0,27.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,36.0,0.0,0.0,21.0,36,4.0,0.0,24.0,4.0,0.0,0.0,0.0,2490000,1670750,25,40,481,57,41,2
31220.0,15.0,78.0,217.0,78.0,220.0,3.0,2060000.0,36.0,1209167.0,20,89,9.0,10.0,9.0,0.0,10.0,54.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,50,6.0,2.0,21.0,0.0,0.0,0.0,0.0,2009001,1029667,23,54,626,54,34,6
31050.0,15.0,76.0,192.0,76.0,192.0,0.0,1776000.0,39.0,742750.0,45,71,10.0,20.0,0.0,0.0,20.0,30.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,36.0,0.0,0.0,0.0,43,5.0,0.0,30.0,0.0,0.0,0.0,0.0,1743498,701266,25,45,535,50,42,0
26010.0,15.0,102.0,255.0,102.0,262.0,7.0,3990000.0,51.0,1272500.0,25,40,14.0,14.0,3.0,12.0,0.0,72.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,6.0,0.0,24.0,0.0,5.0,0.0,0.0,3913013,1261820,24,49,578,52,38,2
31040.0,14.0,111.0,244.0,111.0,244.0,0.0,1290000.0,42.0,481500.0,27,84,10.0,10.0,0.0,0.0,0.0,24.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,41,7.0,0.0,15.0,4.0,0.0,0.0,0.0,1234000,453000,19,52,583,51,35,1
33340.0,14.0,82.0,179.0,82.0,183.0,4.0,2433000.0,35.0,1049667.0,14,58,13.0,8.0,0.0,8.0,0.0,54.0,0.0,0.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,50,6.0,0.0,24.0,0.0,5.0,0.0,0.0,2477505,901835,21,52,577,48,40,4
35060.0,14.0,114.0,260.0,114.0,261.0,1.0,2090000.0,37.0,861666.0,14,65,11.0,24.0,0.0,4.0,0.0,48.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,9.0,0.0,12.0,0.0,0.0,0.0,0.0,2221806,862302,18,62,681,49,37,4
38310.0,14.0,92.0,234.0,92.0,234.0,0.0,2138000.0,38.0,853833.0,14,61,13.0,8.0,3.0,12.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,7.0,0.0,15.0,0.0,5.0,0.0,0.0,2011001,737417,21,55,619,52,40,3
32050.0,14.0,91.0,209.0,91.0,215.0,6.0,3350000.0,30.0,1485000.0,22,70,12.0,16.0,9.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,49,7.0,2.0,21.0,0.0,0.0,0.0,0.0,3877496,1487832,22,64,711,52,37,3
37380.0,14.0,91.0,248.0,91.0,251.0,3.0,2870000.0,48.0,851607.0,14,78,11.0,8.0,3.0,12.0,0.0,72.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,11.0,0.0,6.0,0.0,0.0,0.0,0.0,2799003,803775,21,60,666,45,34,3
37100.0,14.0,111.0,257.0,111.0,257.0,0.0,950000.0,32.0,498667.0,39,96,11.0,20.0,3.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,46,4.0,2.0,21.0,4.0,10.0,0.0,0.0,1144999,439333,20,54,587,48,36,2
23320.0,14.0,90.0,169.0,90.0,181.0,12.0,4220000.0,44.0,1388000.0,20,70,14.0,16.0,3.0,0.0,0.0,36.0,0.0,8.0,0.0,0.0,0.0,36.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,50,11.0,0.0,12.0,0.0,0.0,0.0,0.0,4048406,1275702,22,48,562,53,41,3
21100.0,13.0,68.0,222.0,68.0,227.0,5.0,2540000.0,32.0,1204501.0,35,62,9.0,14.0,3.0,0.0,0.0,54.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,18.0,0.0,0.0,0.0,38,2.0,0.0,27.0,0.0,5.0,0.0,0.0,2584500,1187125,20,46,521,50,33,2
24020.0,13.0,84.0,168.0,84.0,172.0,4.0,1940000.0,18.0,1577500.0,23,60,8.0,20.0,0.0,0.0,10.0,60.0,7.0,24.0,18.0,0.0,11.0,0.0,0.0,0.0,105.0,0.0,68.0,0.0,0.0,0.0,0.0,35,4.0,0.0,24.0,4.0,0.0,0.0,0.0,4067505,1537835,17,39,449,50,35,12
35350.0,12.0,88.0,247.0,88.0,252.0,5.0,1550000.0,27.0,922500.0,13,53,10.0,18.0,0.0,0.0,5.0,36.0,0.0,16.0,9.0,0.0,11.0,24.0,0.0,0.0,15.0,0.0,0.0,54.0,19.0,0.0,0.0,43,11.0,0.0,3.0,0.0,0.0,0.0,0.0,1918901,763142,18,51,567,42,30,5
31030.0,12.0,91.0,172.0,91.0,172.0,0.0,1385000.0,30.0,591583.0,21,74,7.0,14.0,3.0,4.0,0.0,24.0,14.0,32.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32,6.0,0.0,15.0,4.0,0.0,0.0,0.0,1328998,561416,19,44,519,43,29,3
37310.0,11.0,62.0,182.0,62.0,183.0,1.0,1250000.0,27.0,700000.0,11,59,6.0,14.0,3.0,4.0,0.0,36.0,0.0,8.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,9.0,0.0,0.0,4.0,0.0,0.0,0.0,1289003,669751,16,51,545,37,27,2
24050.0,11.0,55.0,216.0,55.0,224.0,8.0,2040000.0,21.0,1180000.0,16,60,7.0,10.0,3.0,0.0,0.0,42.0,0.0,8.0,9.0,0.0,22.0,0.0,0.0,0.0,45.0,0.0,0.0,90.0,0.0,0.0,0.0,32,7.0,0.0,3.0,0.0,5.0,0.0,0.0,2714000,1182750,15,49,543,36,23,7
21110.0,11.0,84.0,177.0,84.0,177.0,0.0,1285000.0,15.0,1045000.0,35,49,6.0,4.0,12.0,0.0,0.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,13.0,0.0,15.0,16.0,17.0,18.0,0.0,0.0,0.0,37,3.0,0.0,18.0,0.0,5.0,0.0,0.0,1635302,865034,14,37,413,39,26,0
35340.0,11.0,78.0,154.0,78.0,164.0,10.0,4550000.0,43.0,1430001.0,11,64,10.0,18.0,3.0,8.0,5.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,50,4.0,0.0,18.0,0.0,0.0,0.0,0.0,4292003,1168723,12,32,354,44,27,6
31180.0,10.0,82.0,215.0,82.0,215.0,0.0,1120000.0,18.0,843333.0,43,65,1.0,12.0,3.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,21,1.0,2.0,24.0,0.0,0.0,0.0,0.0,1217998,823666,14,33,378,33,25,1
37410.0,10.0,74.0,177.0,74.0,183.0,6.0,2505000.0,28.0,929166.0,21,75,9.0,8.0,3.0,8.0,0.0,42.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,0.0,0.0,57,8.0,0.0,3.0,0.0,5.0,0.0,0.0,2030001,764167,11,44,504,33,26,3
32320.0,10.0,76.0,184.0,76.0,187.0,3.0,2740000.0,37.0,830834.0,10,72,10.0,14.0,3.0,0.0,0.0,48.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,8.0,2.0,9.0,0.0,0.0,0.0,0.0,2866498,816166,13,42,472,35,26,3
37080.0,10.0,82.0,115.0,82.0,121.0,6.0,3050000.0,34.0,891250.0,10,41,10.0,2.0,3.0,4.0,0.0,42.0,0.0,8.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,44,8.0,2.0,6.0,0.0,0.0,0.0,0.0,3251999,758233,16,45,495,33,22,3
21070.0,9.0,47.0,177.0,47.0,181.0,4.0,2710000.0,28.0,931667.0,9,56,9.0,14.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,29,5.0,0.0,12.0,0.0,0.0,0.0,0.0,2625000,853417,14,37,414,32,23,2
37320.0,9.0,54.0,149.0,54.0,150.0,1.0,1390000.0,24.0,520833.0,9,65,4.0,4.0,3.0,4.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,27,6.0,0.0,12.0,0.0,0.0,0.0,0.0,1426601,516717,12,38,426,29,24,2
36430.0,9.0,45.0,141.0,45.0,144.0,3.0,1620000.0,22.0,627500.0,9,40,7.0,12.0,3.0,4.0,5.0,36.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,32,4.0,2.0,9.0,4.0,0.0,0.0,0.0,1583503,583501,15,40,437,30,25,3
31120.0,9.0,64.0,168.0,64.0,168.0,0.0,950000.0,19.0,420000.0,14,36,8.0,8.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2.0,0.0,18.0,0.0,0.0,0.0,0.0,924499,382583,15,32,365,32,24,0
31160.0,9.0,57.0,157.0,57.0,157.0,0.0,555000.0,19.0,260000.0,9,36,7.0,4.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,6.0,0.0,12.0,0.0,0.0,0.0,0.0,749998,256250,13,44,480,32,24,0
26020.0,9.0,71.0,115.0,71.0,120.0,5.0,1830000.0,21.0,863000.0,14,53,8.0,10.0,0.0,4.0,5.0,30.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,34.0,18.0,0.0,0.0,0.0,24,4.0,0.0,12.0,4.0,0.0,0.0,0.0,1892000,891500,15,23,264,35,21,3
37370.0,8.0,52.0,166.0,52.0,167.0,1.0,650000.0,26.0,207333.0,13,80,6.0,10.0,0.0,12.0,0.0,12.0,0.0,0.0,27.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,4.0,0.0,9.0,4.0,0.0,0.0,0.0,645998,203916,12,30,336,24,20,2
23070.0,8.0,44.0,117.0,44.0,118.0,1.0,1020000.0,20.0,432500.0,13,58,4.0,2.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,21.0,20,4.0,0.0,3.0,4.0,0.0,0.0,0.0,955000,393000,10,33,368,30,18,4
35030.0,8.0,49.0,97.0,49.0,101.0,4.0,2110000.0,22.0,705000.0,8,31,6.0,8.0,0.0,12.0,10.0,30.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,18.0,0.0,0.0,0.0,25,7.0,0.0,3.0,0.0,0.0,0.0,0.0,2253500,761500,13,25,295,29,20,4
21060.0,8.0,54.0,137.0,54.0,144.0,7.0,3830000.0,20.0,2021000.0,13,28,7.0,2.0,3.0,0.0,0.0,36.0,14.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,24,5.0,2.0,9.0,0.0,0.0,0.0,0.0,3875001,1443167,10,28,317,29,20,1
25010.0,8.0,54.0,152.0,54.0,155.0,3.0,905000.0,20.0,494166.0,13,38,6.0,10.0,3.0,4.0,0.0,30.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,36.0,0.0,0.0,0.0,22,2.0,0.0,15.0,0.0,0.0,0.0,0.0,904002,518334,13,26,303,31,17,0
32370.0,8.0,34.0,114.0,34.0,122.0,8.0,3150000.0,27.0,1003333.0,8,41,8.0,6.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,5.0,0.0,9.0,0.0,0.0,0.0,0.0,3290000,950000,12,39,423,27,19,2
22070.0,8.0,52.0,114.0,52.0,115.0,1.0,1360000.0,23.0,432500.0,12,55,5.0,6.0,6.0,0.0,15.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,3.0,0.0,12.0,4.0,0.0,0.0,0.0,1574003,459168,12,21,236,30,23,2
33390.0,8.0,51.0,117.0,51.0,118.0,1.0,865000.0,18.0,346667.0,18,55,7.0,16.0,3.0,4.0,0.0,30.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,5.0,0.0,9.0,0.0,0.0,0.0,0.0,757000,311500,12,29,323,27,23,1
37430.0,7.0,49.0,98.0,49.0,110.0,12.0,5220000.0,14.0,3032500.0,30,21,7.0,6.0,0.0,4.0,0.0,30.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,3.0,0.0,9.0,0.0,10.0,0.0,0.0,9550000,3078000,12,33,370,24,17,4
33370.0,7.0,39.0,141.0,39.0,146.0,5.0,535000.0,11.0,340000.0,13,46,6.0,6.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,54,3.0,2.0,9.0,0.0,5.0,0.0,0.0,547500,346000,11,32,355,25,14,0
11050.0,7.0,58.0,128.0,58.0,129.0,1.0,1095000.0,14.0,555833.0,36,33,6.0,8.0,0.0,0.0,0.0,30.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19,1.0,0.0,18.0,0.0,0.0,0.0,0.0,1041599,509683,10,23,255,25,21,2
21120.0,7.0,27.0,105.0,27.0,105.0,0.0,720000.0,18.0,325833.0,7,22,5.0,4.0,3.0,0.0,0.0,30.0,0.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4.0,0.0,6.0,0.0,0.0,0.0,0.0,688000,309500,11,25,282,27,20,3
11120.0,7.0,41.0,94.0,41.0,94.0,0.0,420000.0,15.0,257499.0,11,18,6.0,2.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,0.0,9.0,4.0,0.0,0.0,0.0,554595,216365,9,32,347,22,17,5
37340.0,6.0,40.0,89.0,40.0,93.0,4.0,1380000.0,19.0,545000.0,6,40,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,22,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1330000,556250,9,27,284,19,18,2
32360.0,6.0,50.0,109.0,50.0,111.0,2.0,1080000.0,17.0,470000.0,6,34,5.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,23,4.0,0.0,6.0,0.0,0.0,0.0,0.0,1006596,439966,10,30,318,21,17,4
11100.0,6.0,30.0,110.0,30.0,110.0,0.0,357000.0,9.0,207000.0,29,14,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,12.0,8.0,0.0,0.0,0.0,356500,191500,9,36,378,17,13,1
37400.0,6.0,47.0,135.0,47.0,137.0,2.0,1610000.0,15.0,551667.0,11,42,4.0,6.0,0.0,4.0,0.0,24.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,4.0,0.0,6.0,0.0,0.0,0.0,0.0,1617000,560250,10,26,299,17,16,2
24040.0,6.0,53.0,107.0,42.0,83.0,7.0,1120000.0,13.0,670000.0,8,30,5.0,8.0,0.0,4.0,0.0,24.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,18.0,0.0,0.0,0.0,19,2.0,0.0,12.0,0.0,0.0,0.0,0.0,1530000,668750,8,21,232,24,14,2
23060.0,5.0,29.0,92.0,29.0,95.0,3.0,2680000.0,21.0,557500.0,16,41,3.0,8.0,3.0,4.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,19,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2856998,588833,8,18,200,19,12,2
22310.0,5.0,26.0,90.0,26.0,90.0,0.0,410000.0,11.0,206667.0,6,40,3.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,15,1.0,0.0,12.0,0.0,0.0,0.0,0.0,366799,200733,8,14,165,19,14,1
31080.0,5.0,40.0,62.0,40.0,64.0,2.0,440000.0,12.0,244665.0,9,27,4.0,6.0,0.0,0.0,0.0,24.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4.0,0.0,3.0,0.0,0.0,0.0,0.0,529398,207366,7,22,240,16,13,2
11220.0,5.0,38.0,73.0,38.0,73.0,0.0,340000.0,7.0,265000.0,9,26,3.0,2.0,6.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,15,2.0,2.0,9.0,0.0,0.0,0.0,0.0,329000,219500,8,21,246,18,12,0
11040.0,5.0,23.0,63.0,23.0,63.0,0.0,620000.0,11.0,484000.0,13,28,2.0,4.0,0.0,0.0,5.0,6.0,0.0,16.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4.0,0.0,3.0,0.0,0.0,0.0,0.0,651499,475333,8,18,203,20,14,0
26040.0,5.0,20.0,80.0,20.0,81.0,1.0,800000.0,11.0,372500.0,5,38,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,772000,358500,7,20,231,18,14,2
31140.0,5.0,37.0,112.0,38.0,83.0,1.0,728000.0,15.0,253500.0,6,23,4.0,2.0,0.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,15,3.0,0.0,6.0,0.0,0.0,0.0,0.0,750201,247767,8,18,207,18,14,0
34070.0,4.0,26.0,44.0,26.0,44.0,0.0,530000.0,8.0,405000.0,4,27,1.0,4.0,9.0,0.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1.0,0.0,9.0,0.0,0.0,0.0,0.0,530000,405000,6,19,208,12,11,1
21030.0,4.0,11.0,64.0,11.0,66.0,2.0,890000.0,10.0,367500.0,14,13,2.0,8.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,9.0,0.0,0.0,0.0,0.0,948000,383000,7,9,113,15,11,2
11060.0,4.0,24.0,61.0,24.0,61.0,0.0,820000.0,8.0,366667.0,14,31,3.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,18.0,0.0,0.0,0.0,8,1.0,0.0,6.0,0.0,0.0,0.0,0.0,777002,394334,6,6,90,13,11,1
11130.0,3.0,19.0,55.0,19.0,55.0,0.0,115000.0,4.0,90000.0,16,17,2.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,119800,94800,5,9,101,10,8,0
11080.0,3.0,26.0,33.0,26.0,33.0,0.0,190000.0,6.0,128250.0,7,18,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9,1.0,0.0,6.0,0.0,0.0,0.0,0.0,229000,120250,6,13,147,11,9,0
22050.0,3.0,14.0,56.0,14.0,56.0,0.0,330000.0,8.0,126667.0,8,11,0.0,2.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.0,0.0,3.0,0.0,0.0,0.0,0.0,347998,131166,3,9,94,11,9,0
24030.0,3.0,9.0,28.0,9.0,28.0,0.0,450000.0,7.0,225000.0,8,8,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,17.0,0.0,0.0,0.0,0.0,10,1.0,0.0,3.0,4.0,0.0,0.0,0.0,634000,195750,5,7,80,12,9,1
11110.0,3.0,24.0,34.0,24.0,34.0,0.0,415000.0,5.0,215000.0,8,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0,0.0,6.0,0.0,0.0,0.0,0.0,426000,226000,6,10,121,11,9,0
23080.0,3.0,35.0,57.0,35.0,57.0,0.0,150000.0,9.0,62500.0,7,17,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.0,0.0,3.0,0.0,0.0,0.0,0.0,147000,61500,3,10,118,12,7,1
11170.0,2.0,7.0,22.0,7.0,22.0,0.0,180000.0,3.0,155000.0,6,9,1.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,182000,125000,4,7,77,5,5,0
11250.0,2.0,14.0,33.0,14.0,33.0,0.0,500000.0,3.0,350000.0,2,16,2.0,2.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,0.0,3.0,0.0,0.0,0.0,0.0,463000,256500,2,5,65,7,4,1
